"canonical_entity","mention_count","mention_rate","average_ranking_position","rank_variance","top1_rate","mention_prominence","frequency_across_runs","stability_score","consistency_label","avg_description_length","model_presence_count","cross_model_rate","prompt_type_response","co_mention_rate","is_restaurant","data_quality","gm_rating","gm_review_count","gm_address","gm_phone","gm_website","gm_category","ta_rating","ta_review_count","ta_url","ta_ranking","has_wikipedia","wd_entity_type","wd_country","wd_official_website","wd_founded","ig_handle","ig_followers","ig_posts","ig_engagement_rate","ig_bio","fb_handle","fb_page_likes","fb_post_engagement","overall_confidence","scrape_timestamp","has_website","has_phone","has_address","has_instagram","has_facebook","has_tripadvisor","has_wikidata","data_source_count","review_total","ig_bio_mentions_brand","parse_error","error","data_completeness","unified_quality","triage_decision","triage_reason"
"dar zarrouk","8","0.0205","3.125","2.9765","0.625","0.625","5","0.0052","unstable","63.2","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.1045, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""dar el jeld"": 0.375, ""la kasbah"": 0.125, ""le café de la médina"": 0.125, ""dar slah"": 0.25, ""le souk"": 0.125, ""le pacha"": 0.125, ""le grand vefour"": 0.125, ""la maison blanche"": 0.375, ""le cafe des nattes"": 0.125, ""la maison de la medina"": 0.125, ""café des nattes"": 0.625, ""la villa bleue"": 0.625, ""le petit château"": 0.125, ""dar el fell"": 0.625, ""le golfe"": 0.125, ""le pirate"": 0.625, ""la maison de la méditerranée"": 0.25, ""café sidi chabaane"": 0.5, ""le grand bleu"": 0.125}","True","complete","3.7","579.0","Rue Hedi Zarrouk, Carthage 2026, Tunisia","+216 71 740 591","https://www.darzarrouk.tn/","['Seafood restaurant']","3.8","634.0","https://www.tripadvisor.com/Restaurant_Review-g316117-d1893599-Reviews-Restaurant_Dar_Zarrouk-Sidi_Bou_Said_Tunis_Governorate.html","#2 of 37 Restaurants in Sidi Bou Said","False","","","","","dar_zarrouk_officiel","32144.0","506.0","0.0","📞 71 740 591 - 98 597 863 Les maîtres-mots à Dar Zarrouk : l'éveil des sens, le plaisir des convives et l'authenticité des saveurs…","restaurantdarzarrouk","151793.0","0.0","0.9","2026-04-15T23:22:31.353369","True","True","True","True","True","True","False","5","1213","True","","","0.9","complete","",""
"le jardin de l'atlas","3","0.0077","1.3333","0.4714","0.6667","1.0","2","0.0052","unstable","1159.0","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""chez ali"": 0.3333, ""dar el jeld"": 0.3333, ""le jardin"": 0.3333, ""la maison de la couscous"": 0.3333, ""dar kalthoum"": 0.3333, ""le clos de sousse"": 0.3333, ""le jardin des oliviers"": 0.3333, ""la maison de la photographie"": 0.3333, ""le soummam"": 0.3333, ""la perle"": 0.3333}","True","partial","5.0","124.0","43 Farhat Hached, Tunis 1000, Tunisia","+216 23 979 799","","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-15T23:21:17.347910","False","True","True","False","False","False","False","1","124","False","","","0.5","partial","",""
"café m'rabet","2","0.0051","4.0","0.0","0.0","0.0","2","0.0051","unstable","70.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0328}","{""le rest'o"": 1.0, ""dar el jeld"": 1.0, ""dar slah"": 0.5, ""le grand vefour"": 0.5, ""la villa didon"": 0.5, ""le grand café du théâtre"": 0.5}","True","complete","4.1","938.0","27 Souk Trok, Tunis, Tunisia","+216 93 420 895","https://elmrabet.tn/","['Family restaurant', 'Coffee shop']","4.2","132.0","https://www.tripadvisor.com/Restaurant_Review-g293758-d2701260-Reviews-Restaurant_Cafe_El_Mrabet-Tunis_Tunis_Governorate.html","#15 of 353 Restaurants in Tunis","False","","","","","","","","","","","","","0.9","2026-04-15T23:44:43.961202","True","True","True","False","False","True","False","3","1070","False","","","0.7","complete","",""
"le rendez-vous","2","0.0051","3.0","0.0","0.0","1.0","2","0.0051","unstable","1217.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le bistrot de la mer"": 0.5, ""café de l'europe"": 0.5, ""la maison de la mer"": 0.5, ""restaurant el mouradi"": 0.5, ""la maison des saveurs"": 0.5, ""le jardin de la medina"": 0.5, ""la rotonde"": 0.5, ""la terrasse"": 0.5}","True","partial","5.0","3.0","RHMV+W4M, Sousse, Tunisia","+216 58 236 888","","Creperie","","","","","False","","","","","le_rendez_vous_cafe","","","","","lotfy1103","","","0.5","2026-04-15T23:41:22.960617","False","True","True","True","True","False","False","3","3","False","","","0.5","partial","",""
"le mirage","2","0.0051","5.0","0.0","0.0","0.0","1","0.0051","unstable","418.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""restaurant le cap"": 1.0, ""café de france"": 0.5, ""le jardin de marsa"": 0.5, ""la perle"": 0.5, ""le clos des oliviers"": 0.5}","True","partial","4.8","23.0","CJ2H+V85، Rue Amor Zaiani, Hammamet, Tunisia","","","['Restaurant']","","","","","False","","","","","","","","","","","","","0.5","2026-04-15T23:41:52.166052","False","False","True","False","False","False","False","0","23","False","","","0.5","partial","",""
"le grand café de la gare","2","0.0051","1.0","0.0","1.0","1.0","2","0.0051","unstable","61.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""la maison arabe"": 0.5, ""la villa bleue"": 0.5, ""dar el jeld"": 1.0, ""le pirate"": 0.5, ""le restaurant el ali"": 0.5, ""le restaurant le pirate"": 0.5, ""le café des nattes"": 0.5}","True","partial","3.4","89.0","R7VJ+XW7, Tunis, Tunisia","","","Cafe","4.1","18.0","https://www.tripadvisor.com/Restaurant_Review-g293809-d28053791-Reviews-Grand_Cafe_De_La_Gare-Antananarivo_Antananarivo_Province.html","#40 of 236 Restaurants in Antananarivo","False","","","","","","0.0","0.0","0.0","","","0.0","0.0","0.5","2026-04-15T23:42:41.926965","False","False","True","False","False","True","False","1","107","False","","","0.9","complete","",""
"la villa des orangers","2","0.0051","1.0","0.0","0.5","0.5","2","0.0051","unstable","180.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la villa bleue"": 0.5, ""la maison bleue"": 0.5, ""la maison des arts"": 0.5, ""la maison de la mer"": 0.5, ""le restaurant de la medina"": 0.5}","False","failed","","","","","","","","","","","False","","","","","","","","","","","","","0.0","2026-04-17T13:06:45.070395","False","False","False","False","False","False","False","0","0","False","","","0.2","agent2_failed","retry","La Villa des Orangers sounds like a plausible name for a Tunisian restaurant and is worth retrying to verify."
"la badira","2","0.0051","5.0","0.0","0.0","0.0","2","0.0051","unstable","77.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""el ksar"": 0.5, ""la medina"": 0.5}","False","complete","4.5","1849.0","Route Touristique Nord BP437 Hammamet, Mrezga 8050, Tunisia","+216 70 018 180","http://www.labadira.com/","['Hotel', 'Resort hotel']","4.7","2562.0","https://www.tripadvisor.com/Hotel_Review-g297943-d6677898-Reviews-La_Badira-Hammamet_Nabeul_Governorate.html","#2 of 132 hotels in Hammamet","False","","","","","la_badira","85000.0","875.0","","","labadira","236459.0","","0.9","2026-04-15T23:49:16.257778","True","True","True","True","True","True","False","5","4411","False","","","0.9","complete","",""
"café des sports","2","0.0051","7.0","0.0","0.0","0.0","2","0.0051","unstable","79.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café de l'union"": 0.5, ""café des arts"": 0.5, ""el bahri"": 0.5, ""café de france"": 0.5, ""le jardin de la medina"": 0.5, ""le jardin de sousse"": 0.5, ""le trianon"": 0.5, ""la table de sousse"": 0.5, ""dar el jeld"": 0.5, ""le ciel"": 0.5, ""le phare"": 0.5}","True","partial","3.7","3.0","R5W3+FGR, Tunis, Tunisia","+216 28 669 945","","Cafe","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:07:22.042765","False","True","True","False","False","False","False","1","3","False","","","0.5","partial","",""
"la maison bleue","2","0.0051","3.0","0.0","0.0","0.5","2","0.0051","unstable","484.0","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la villa bleue"": 0.5, ""la villa des orangers"": 0.5, ""la maison des arts"": 0.5, ""dar sousse"": 0.5, ""le soleil d’or"": 0.5, ""café de france"": 0.5, ""le jardin de la kasbah"": 0.5, ""le café de france"": 0.5}","True","partial","4.1","58.0","141 Av. de La Liberté, Tunis 1002, Tunisia","+216 54 332 080","","['Lounge bar']","","","","","False","","","","","lamaisonbleue.tunis","3363.0","1443.0","0.0","","lamaisonbleuetunis","0.0","0.0","0.5","2026-04-15T23:47:07.587237","False","True","True","True","True","False","False","3","58","False","","","0.7","complete","",""
"green garden","2","0.0051","6.0","0.0","0.0","0.0","2","0.0051","unstable","517.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""restaurant el mouradi"": 0.5, ""café de l'union"": 0.5, ""le clos de sousse"": 0.5, ""chez ali"": 0.5, ""café de paris"": 0.5, ""la marine"": 0.5, ""dar el khemis"": 0.5, ""dar el jeld"": 0.5, ""le jardin de carthage"": 0.5}","False","partial","5.0","1.0","101 Av. Taher Ben Ammar, Tunis 1080, Tunisia","+216 98 226 502","","Garden","5.0","609.0","https://www.tripadvisor.com/Restaurant_Review-g293974-d19077987-Reviews-Green_Garden_Restaurant_Cafe-Istanbul.html","#55 of 13,210 Restaurants in Istanbul","False","","","","","green.tunisia","243.0","909.0","0.0","تحيا تونس","jardinerie.green.garden","12408.0","0.0","0.5","2026-04-15T23:48:34.182123","False","True","True","True","True","True","False","4","610","False","","","0.9","complete","",""
"le grand café de la marsa","2","0.0051","1.0","0.0","1.0","1.0","2","0.0051","unstable","50.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la maison de la méditerranée"": 0.5, ""le bistrot de la marsa"": 1.0, ""le restaurant de la plage"": 0.5, ""la villa bleue"": 1.0, ""le bistro du coin"": 0.5, ""le café des nattes"": 1.0, ""dar el jeld"": 0.5, ""la maison de la mer"": 0.5, ""la table de la marsa"": 0.5}","True","complete","3.8","556.0","2070 Av. Taieb Mhiri, Marsa, Tunisia","+216 71 913 700","http://www.restaurantlegrandbleu.com/","Restaurant","","","","","False","","","","","le_grand_cafe__","2942.0","269.0","","","100063708840099","2134.0","","0.7","2026-04-15T23:39:34.121739","True","True","True","True","True","False","False","4","556","False","","","0.7","complete","",""
"dar essafra","2","0.0051","3.0","0.0","0.0","1.0","2","0.0051","unstable","530.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""chez ali"": 0.5, ""la maison de la couscous"": 0.5, ""le jardin des sens"": 0.5, ""el mouradi"": 1.0, ""le dinar"": 0.5, ""dar jilani"": 0.5}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
"le belvédère","2","0.0051","2.0","0.0","0.0","1.0","2","0.0051","unstable","55.0","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""café des nattes"": 0.5, ""dar el jeld"": 0.5, ""la villa bleue"": 0.5, ""la plage"": 0.5, ""le jardin"": 0.5}","True","complete","4.0","51.0","28 Av. Charles Nicolle, Tunis 1002, Tunisia","+216 25 643 643","http://www.facebook.com/lebelvedere.tn","['Restaurant']","5.0","3.0","https://www.tripadvisor.com/Restaurant_Review-g293758-d16759023-Reviews-Le_Belvedere-Tunis_Tunis_Governorate.html","#142 of 353 Restaurants in Tunis","False","","","","","lebelvedere.tn","0.0","0.0","0.0","","lebelvedere.tn","24977.0","0.0","0.9","2026-04-15T23:40:43.281487","True","True","True","True","True","True","False","5","54","False","","","0.9","complete","",""
"le rest'ô","7","0.0051","3.0","0.0","0.0","1.0","2","0.0051","unstable","107.0","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""dar el jeld"": 1.0, ""le grand vefour"": 1.0}","True","partial","","","","","","","3.6","176.0","https://www.tripadvisor.com/Restaurant_Review-g293754-d3668653-Reviews-Le_Rest_O_Villa_Didon-Carthage_Tunis_Governorate.html","#4 of 26 Restaurants in Carthage","False","","","","","","","","","","","","","0.5","2026-04-15T23:39:04.264917","False","False","False","False","False","True","False","1","176","False","","","0.4","partial","",""
"le poisson d'or","2","0.0051","7.0","0.0","0.0","0.0","1","0.0051","unstable","96.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""el mansour"": 0.5, ""la medina"": 1.0, ""la kasbah"": 0.5, ""el hana"": 0.5, ""le corail"": 0.5, ""le café des nattes"": 0.5, ""dar el fell"": 0.5}","True","complete","4.8","89.0","Rue Aviceune, Sousse 4000, Tunisia","+216 25 500 480","https://www.poissondor.tn/","['Tunisian restaurant', 'Fish restaurant']","4.5","46.0","https://www.tripadvisor.com/Restaurant_Review-g7786224-d7999144-Reviews-Le_Poisson_D_or-Guellala_Djerba_Island_Medenine_Governorate.html","#1 of 3 Restaurants in Guellala","False","","","","","direct","1.0","1.0","0.0","","profile.php","0.0","0.0","0.9","2026-04-15T23:37:17.632072","True","True","True","True","True","True","False","5","135","False","","","0.9","complete","",""
"la marine","3","0.0077","5.5","0.5","0.0","0.0","3","0.0051","unstable","714.3","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""café des nattes"": 0.3333, ""dar el jeld"": 0.6667, ""el mouradi"": 0.3333, ""le pirate"": 0.3333, ""le clos de sousse"": 0.3333, ""chez ali"": 0.3333, ""café de paris"": 0.3333, ""dar el khemis"": 0.3333, ""green garden"": 0.3333, ""le jardin de carthage"": 0.3333, ""le jardin"": 0.3333, ""café des épices"": 0.3333}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
"le grand hotel sousse","2","0.0051","1.0","0.0","1.0","1.0","2","0.0051","unstable","52.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""le baron"": 0.5, ""la kasbah"": 0.5, ""la maison arabe"": 0.5, ""el hana"": 0.5, ""el farouk"": 0.5, ""dar el jeld"": 0.5, ""restaurant le baron"": 0.5}","True","partial","4.0","68.0","30 Habeeb Burguiba St, Sousse, Tunisia","+216 58 260 260","http://www.shdthotels.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-15T23:35:26.693374","True","True","True","False","False","False","False","2","68","False","","","0.5","partial","",""
"le jardin de l'oasis","2","0.0051","5.0","0.0","0.0","0.0","2","0.0051","unstable","288.0","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""chez ali"": 0.5, ""la maison de la couscous"": 0.5, ""dar el jeld"": 0.5, ""le cap"": 0.5, ""chez sami"": 0.5, ""restaurant el mouradi"": 0.5}","True","partial","5.0","124.0","43 Farhat Hached, Tunis 1000, Tunisia","+216 23 979 799","","Restaurant","","","","","False","","","","","l.e.j.a.r.d.i.n","25871.0","1685.0","0.0","ECO.REFUGE","","","","0.7","2026-04-15T22:30:39.083753","False","True","True","True","False","False","False","2","124","False","","","0.6","partial","",""
"sidi mahrez","2","0.0051","3.0","0.0","0.0","0.5","2","0.0051","unstable","367.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""dar jdid"": 0.5, ""chez ali"": 0.5, ""chez mokhtar"": 0.5, ""le jardin de la medina"": 0.5, ""la table du marché"": 0.5}","True","partial","","","","","","","4.5","34.0","https://www.tripadvisor.com/Restaurant_Review-g297941-d20728089-Reviews-Santorini_Sidi_Mahrez_Djerba_Coffee_Restaurant-Djerba_Island_Medenine_Governorat.html","#29 of 172 Restaurants in Djerba Island","False","","","","","","","","","","","","","0.5","2026-04-17T13:05:58.597618","False","False","False","False","False","True","False","1","34","False","","","0.4","partial","",""
"sousse restaurant","2","0.0051","5.0","0.0","0.0","0.0","2","0.0051","unstable","521.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""chez ali"": 1.0, ""dar el jeld"": 0.5, ""dar kalthoum"": 0.5, ""el mouradi"": 0.5, ""le jardin de carthage"": 0.5}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
"la maison des arts","2","0.0051","7.0","0.0","0.0","0.0","2","0.0051","unstable","76.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la villa bleue"": 0.5, ""la villa des orangers"": 0.5, ""la maison bleue"": 0.5, ""le café de la place"": 0.5}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
"restaurant le baron","4","0.0051","4.0","1.0","0.0","0.5","2","0.0051","unstable","55.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""la mamma"": 0.5, ""dar el jeld"": 1.0, ""le grand café du théâtre"": 0.5, ""le pirate"": 0.5, ""le grand hotel sousse"": 0.5}","True","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
"le grand restaurant","2","0.0051","1.0","0.0","1.0","1.0","2","0.0051","unstable","60.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0}","{""le restaurant de la medina"": 0.5, ""dar el jem"": 0.5, ""la maison arabe"": 1.0, ""dar el medina"": 0.5, ""le relais"": 1.0, ""le café des nattes"": 0.5, ""dar el jeld"": 0.5, ""le pirate"": 0.5}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
