"response_id","prompt_id","entity","run_id","ranking_position","description_length_tokens"
"P025__qwen-medium__run_3","P025","le phare","run_3","2.0","737"
"P025__qwen-medium__run_3","P025","le jardin d'essence","run_3","3.0","390"
"P025__qwen-medium__run_4","P025","le jardin du phare","run_4","1.0","928"
"P025__qwen-medium__run_4","P025","la terrasse de l'oasis","run_4","2.0","701"
"P025__qwen-medium__run_4","P025","le clos des oliviers","run_4","3.0","280"
"P025__qwen-medium__run_4","P025","restaurant le cap","run_4","4.0","197"
"P025__qwen-medium__run_4","P025","le mirage","run_4","5.0","197"
"P025__qwen-medium__run_5","P025","la darse thalassa","run_5","1.0","1174"
"P025__qwen-medium__run_5","P025","el borsa","run_5","2.0","871"
"P025__qwen-medium__run_5","P025","le jardin de l'olivier","run_5","3.0","608"
"P025__qwen-medium__run_5","P025","la table de l'hôtel salambo","run_5","4.0","211"
"P025__qwen-medium__run_5","P025","le carthage","run_5","5.0","138"
"P025__llama-large__run_1","P025","le calypso","run_1","1.0","110"
"P025__llama-large__run_1","P025","la maison arabe","run_1","2.0","97"
"P025__llama-large__run_1","P025","le petit châtelet","run_1","3.0","117"
"P025__llama-large__run_2","P025","le grand bleu","run_2","1.0","105"
"P025__llama-large__run_2","P025","la maison de la méditerranée","run_2","2.0","114"
"P025__llama-large__run_2","P025","le calypso","run_2","3.0","110"
"P025__llama-large__run_3","P025","le calypso","run_3","1.0","110"
"P025__llama-large__run_3","P025","la maison arabe","run_3","2.0","97"
"P025__llama-large__run_3","P025","le pirate","run_3","3.0","145"
"P025__llama-large__run_4","P025","le calypso","run_4","1.0","110"
"P025__llama-large__run_4","P025","le sindbad","run_4","2.0","97"
"P025__llama-large__run_4","P025","la maison de la medina","run_4","3.0","0"
"P025__llama-large__run_5","P025","le petit châtelet","run_5","1.0","117"
"P025__llama-large__run_5","P025","la médina","run_5","2.0","68"
"P025__llama-large__run_5","P025","le calypso","run_5","3.0","110"
"P026__llama-small__run_1","P026","dar el jeld","run_1","1.0","130"
"P026__llama-small__run_1","P026","l'atelier de la medina","run_1","2.0","87"
"P026__llama-small__run_1","P026","le cercle","run_1","3.0","74"
"P026__llama-small__run_1","P026","la zalagh","run_1","4.0","79"
"P026__llama-small__run_2","P026","dar el jeld","run_2","1.0","130"
"P026__llama-small__run_2","P026","le 44","run_2","2.0","61"
"P026__llama-small__run_2","P026","le relais","run_2","3.0","61"
"P026__llama-small__run_2","P026","le tounsi","run_2","4.0","107"
"P026__llama-small__run_3","P026","dar el-annabi","run_3","1.0","48"
"P026__llama-small__run_3","P026","la kasbah","run_3","2.0","61"
"P026__llama-small__run_3","P026","le jardin d'azahar","run_3","3.0","53"
"P026__llama-small__run_3","P026","al-zaytouna","run_3","5.0","39"
"P026__llama-small__run_3","P026","le café des nattes","run_3","6.0","74"
"P026__llama-small__run_4","P026","dar el jeld","run_4","1.0","130"
"P026__llama-small__run_4","P026","l'ensoleillé","run_4","2.0","78"
"P026__llama-small__run_4","P026","zitouna café","run_4","3.0","67"
"P026__llama-small__run_4","P026","la kasbah","run_4","4.0","61"
"P026__llama-small__run_4","P026","la villa bleue","run_4","5.0","64"
"P026__llama-small__run_4","P026","le grand vefour","run_4","6.0","59"
"P026__llama-small__run_4","P026","la scala","run_4","7.0","123"
"P026__llama-small__run_5","P026","dar el jeld","run_5","1.0","130"
"P026__llama-small__run_5","P026","la kasbah","run_5","2.0","61"
"P026__llama-small__run_5","P026","le zitouna","run_5","3.0","60"
"P026__qwen-medium__run_1","P026","el mouradi","run_1","1.0","1742"
"P026__qwen-medium__run_1","P026","chez ali","run_1","2.0","1609"
"P026__qwen-medium__run_1","P026","le jardin de carthage","run_1","3.0","1442"
"P026__qwen-medium__run_1","P026","la maison des saveurs","run_1","4.0","1311"
"P026__qwen-medium__run_1","P026","café des négociants","run_1","5.0","655"
"P026__qwen-medium__run_1","P026","le chantier","run_1","6.0","598"
"P026__qwen-medium__run_1","P026","la table du port","run_1","8.0","822"
"P026__qwen-medium__run_1","P026","dar el-andalous","run_1","9.0","690"
"P026__qwen-medium__run_1","P026","sousse street food","run_1","10.0","592"
"P026__qwen-medium__run_1","P026","café de france","run_1","11.0","477"
"P026__qwen-medium__run_1","P026","boulangerie l'arabe","run_1","12.0","390"
"P026__qwen-medium__run_2","P026","la maison de la tuna","run_2","1.0","1469"
"P026__qwen-medium__run_2","P026","le jardin","run_2","2.0","912"
"P026__qwen-medium__run_2","P026","la rotonde","run_2","3.0","1202"
"P026__qwen-medium__run_2","P026","le royal","run_2","4.0","1084"
"P026__qwen-medium__run_2","P026","le café de france","run_2","5.0","976"
"P026__qwen-medium__run_2","P026","le trianon","run_2","6.0","882"
"P026__qwen-medium__run_2","P026","le petit bistro","run_2","7.0","759"
"P026__qwen-medium__run_2","P026","le marché de carthage","run_2","8.0","682"
"P026__qwen-medium__run_2","P026","la table du marché","run_2","9.0","565"
"P026__qwen-medium__run_2","P026","le jardin des sens","run_2","10.0","280"
"P026__qwen-medium__run_2","P026","la table de l’horizon","run_2","11.0","350"
"P026__qwen-medium__run_3","P026","dar attia","run_3","1.0","1461"
"P026__qwen-medium__run_3","P026","le jardin","run_3","3.0","912"
"P026__qwen-medium__run_3","P026","chez imed","run_3","5.0","1158"
"P026__qwen-medium__run_3","P026","la marine","run_3","6.0","1033"
"P026__qwen-medium__run_3","P026","la pagode","run_3","7.0","900"
"P026__qwen-medium__run_3","P026","café des épices","run_3","8.0","762"
"P026__qwen-medium__run_3","P026","le temps des cerises","run_3","9.0","649"
"P026__qwen-medium__run_3","P026","le ciel de carthage","run_3","10.0","537"
"P026__qwen-medium__run_3","P026","brik manouba","run_3","11.0","370"
"P026__qwen-medium__run_3","P026","makrouda","run_3","12.0","274"
"P026__qwen-medium__run_4","P026","chez mon cousin","run_4","1.0","123"
"P026__qwen-medium__run_4","P026","le jardin","run_4","2.0","912"
"P026__qwen-medium__run_4","P026","café des négociants","run_4","3.0","655"
"P026__qwen-medium__run_4","P026","le chantier","run_4","4.0","598"
"P026__qwen-medium__run_4","P026","la baie","run_4","5.0","127"
"P026__qwen-medium__run_4","P026","le panache","run_4","6.0","147"
"P026__qwen-medium__run_4","P026","le jardin des sens","run_4","7.0","280"
"P026__qwen-medium__run_4","P026","raw garden","run_4","8.0","110"
"P026__qwen-medium__run_4","P026","dar houchen","run_4","9.0","110"
"P026__qwen-medium__run_4","P026","le clos des oliviers","run_4","10.0","462"
"P026__qwen-medium__run_5","P026","bistrot de la minzah","run_5","1.0","736"
"P026__qwen-medium__run_5","P026","dar el jeld","run_5","2.0","130"
"P026__qwen-medium__run_5","P026","chez mhamed","run_5","3.0","546"
"P026__qwen-medium__run_5","P026","la cantine de la mer","run_5","6.0","236"
"P026__llama-large__run_1","P026","le grand vefour","run_1","1.0","59"
"P026__llama-large__run_1","P026","dar el jeld","run_1","2.0","130"
"P026__llama-large__run_1","P026","la maison arabe","run_1","3.0","33"
"P026__llama-large__run_2","P026","le grand vefour","run_2","1.0","59"
"P026__llama-large__run_2","P026","dar el jeld","run_2","2.0","130"
"P026__llama-large__run_2","P026","le rest'o","run_2","3.0","50"
"P026__llama-large__run_2","P026","la maison blanche","run_2","4.0","45"
"P026__llama-large__run_2","P026","el ali","run_2","5.0","172"
"P026__llama-large__run_3","P026","le grand café de la gare","run_3","1.0","66"
"P026__llama-large__run_3","P026","le restaurant el ali","run_3","2.0","64"
"P026__llama-large__run_3","P026","le café des nattes","run_3","3.0","74"
"P026__llama-large__run_3","P026","dar el jeld","run_3","4.0","130"
"P026__llama-large__run_3","P026","le restaurant le pirate","run_3","5.0","107"
"P026__llama-large__run_4","P026","le grand café de tunis","run_4","1.0","59"
"P026__llama-large__run_4","P026","la maison de la medina","run_4","","0"
"P026__llama-large__run_4","P026","le restaurant el ali","run_4","3.0","64"
"P026__llama-large__run_4","P026","le café des nattes","run_4","4.0","74"
"P026__llama-large__run_4","P026","le restaurant dar el jeld","run_4","5.0","120"
"P026__llama-large__run_5","P026","le grand vefour","run_5","1.0","59"
"P026__llama-large__run_5","P026","dar el jeld","run_5","2.0","130"
"P026__llama-large__run_5","P026","le resto","run_5","3.0","69"
"P026__llama-large__run_5","P026","café m'rabet","run_5","4.0","78"
"P026__llama-large__run_5","P026","dar slah","run_5","5.0","176"
"P027__llama-small__run_1","P027","la gondole","run_1","1.0","58"
"P027__llama-small__run_1","P027","le grand vefour","run_1","2.0","68"
"P027__llama-small__run_1","P027","la terrasse","run_1","3.0","61"
"P027__llama-small__run_1","P027","le relais","run_1","4.0","53"
"P027__llama-small__run_1","P027","la méditerranée","run_1","5.0","51"
"P027__llama-small__run_1","P027","le jardin","run_1","6.0","876"
"P027__llama-small__run_1","P027","la mer","run_1","7.0","58"
"P027__llama-small__run_1","P027","le bistrot","run_1","8.0","54"
"P027__llama-small__run_1","P027","la maison","run_1","9.0","55"
"P027__llama-small__run_1","P027","le clos","run_1","10.0","91"
"P027__llama-small__run_2","P027","dar el jeld","run_2","1.0","518"
"P027__llama-small__run_2","P027","la médina","run_2","2.0","45"
"P027__llama-small__run_2","P027","le bistrot du port","run_2","3.0","695"
"P027__llama-small__run_2","P027","la grotte","run_2","4.0","70"
"P027__llama-small__run_2","P027","le jardin de la médina","run_2","5.0","77"
"P027__llama-small__run_4","P027","la grotte","run_4","1.0","70"
"P027__llama-small__run_4","P027","le ksar","run_4","2.0","70"
"P027__llama-small__run_4","P027","la maison de la mer","run_4","3.0","65"
"P027__llama-small__run_4","P027","le château d'eau","run_4","4.0","65"
"P027__llama-small__run_4","P027","la place","run_4","5.0","60"
"P027__llama-small__run_4","P027","le restaurant de la plage","run_4","6.0","64"
"P027__llama-small__run_4","P027","le restaurant du ksar","run_4","7.0","74"
"P027__llama-small__run_5","P027","la medina","run_5","1.0","86"
"P027__llama-small__run_5","P027","le grand vefour","run_5","2.0","68"
"P027__llama-small__run_5","P027","la maison de la mer","run_5","3.0","65"
"P027__llama-small__run_5","P027","le carthage","run_5","4.0","69"
"P027__llama-small__run_5","P027","le mokhtar","run_5","5.0","79"
"P027__qwen-medium__run_1","P027","dar jilani","run_1","1.0","187"
"P027__qwen-medium__run_1","P027","dar el jeld sousse","run_1","2.0","169"
"P027__qwen-medium__run_1","P027","le jardin des oliviers","run_1","3.0","153"
"P027__qwen-medium__run_1","P027","la table de l'atlas","run_1","4.0","132"
"P027__qwen-medium__run_1","P027","dar essoukna","run_1","5.0","125"
"P027__qwen-medium__run_1","P027","la maison des saveurs","run_1","6.0","820"
"P027__qwen-medium__run_1","P027","café des nattes","run_1","7.0","375"
"P027__qwen-medium__run_1","P027","restaurant el bahri","run_1","8.0","125"
"P027__qwen-medium__run_1","P027","dar yacout sousse","run_1","9.0","121"
"P027__qwen-medium__run_1","P027","café de la poste","run_1","10.0","498"
"P027__qwen-medium__run_2","P027","dar mardini","run_2","1.0","1598"
"P027__qwen-medium__run_2","P027","le jardin","run_2","2.0","876"
"P027__qwen-medium__run_2","P027","le clos des sables","run_2","3.0","1156"
"P027__qwen-medium__run_2","P027","le bateau","run_2","","1156"
"P027__qwen-medium__run_2","P027","la table de nabil","run_2","4.0","948"
"P027__qwen-medium__run_2","P027","chez ali","run_2","5.0","638"
"P027__qwen-medium__run_2","P027","la maison de la sousse","run_2","6.0","559"
"P027__qwen-medium__run_3","P027","dar el jeld","run_3","1.0","518"
"P027__qwen-medium__run_3","P027","la maison des saveurs","run_3","2.0","820"
"P027__qwen-medium__run_3","P027","le jardin des roses","run_3","3.0","1273"
"P027__qwen-medium__run_3","P027","la perle du port","run_3","4.0","1080"
"P027__qwen-medium__run_3","P027","le bistrot du port","run_3","5.0","695"
"P027__qwen-medium__run_3","P027","el mouradi","run_3","6.0","729"
"P027__qwen-medium__run_3","P027","chez ali","run_3","7.0","638"
"P027__qwen-medium__run_4","P027","le jardin de la medina","run_4","1.0","1350"
"P027__qwen-medium__run_4","P027","le bistrot du port","run_4","2.0","695"
"P027__qwen-medium__run_4","P027","dar el jeld","run_4","3.0","518"
"P027__qwen-medium__run_4","P027","le bled el dou","run_4","4.0","872"
"P027__qwen-medium__run_4","P027","el ksar","run_4","5.0","700"
"P027__qwen-medium__run_4","P027","le 138","run_4","6.0","567"
"P027__qwen-medium__run_4","P027","les jardins de carthage","run_4","7.0","418"
"P027__qwen-medium__run_5","P027","le jardin","run_5","1.0","876"
"P027__qwen-medium__run_5","P027","la terrasse du port","run_5","2.0","1069"
"P027__qwen-medium__run_5","P027","café des nattes","run_5","3.0","375"
"P027__qwen-medium__run_5","P027","bistrot des sens","run_5","4.0","794"
"P027__qwen-medium__run_5","P027","le palais des épices","run_5","5.0","646"
"P027__qwen-medium__run_5","P027","el-mansour","run_5","6.0","503"
"P027__qwen-medium__run_5","P027","la maison de la medina","run_5","","0"
"P027__llama-large__run_1","P027","le pirate","run_1","1.0","56"
"P027__llama-large__run_1","P027","la maison de la medina","run_1","2.0","0"
"P027__llama-large__run_1","P027","le grand cafe","run_1","3.0","0"
"P027__llama-large__run_1","P027","la kasbah","run_1","4.0","80"
"P027__llama-large__run_1","P027","le restaurant de la plage","run_1","5.0","64"
"P027__llama-large__run_2","P027","le grand hotel sousse","run_2","1.0","64"
"P027__llama-large__run_2","P027","restaurant el farouk","run_2","2.0","59"
"P027__llama-large__run_2","P027","dar el jeld","run_2","3.0","518"
"P027__llama-large__run_2","P027","restaurant le baron","run_2","4.0","65"
"P027__llama-large__run_2","P027","café maure","run_2","5.0","74"
"P027__llama-large__run_2","P027","restaurant la gazelle","run_2","6.0","182"
"P027__llama-large__run_3","P027","le pirate","run_3","1.0","56"
"P027__llama-large__run_3","P027","la maison arabe","run_3","2.0","55"
"P027__llama-large__run_3","P027","de la medina","run_3","3.0","0"
"P027__llama-large__run_3","P027","le bistro","run_3","4.0","52"
"P027__llama-large__run_3","P027","la table du pecheur","run_3","5.0","0"
"P027__llama-large__run_3","P027","el farouk","run_3","6.0","58"
"P027__llama-large__run_3","P027","la kasbah","run_3","7.0","80"
"P027__llama-large__run_4","P027","le golfe","run_4","1.0","59"
"P027__llama-large__run_4","P027","el farouk","run_4","2.0","58"
"P027__llama-large__run_4","P027","la maison blanche","run_4","3.0","54"
"P027__llama-large__run_4","P027","le corsaire","run_4","4.0","52"
"P027__llama-large__run_4","P027","dar el jeld","run_4","5.0","518"
"P027__llama-large__run_4","P027","la casa","run_4","6.0","51"
"P027__llama-large__run_4","P027","le petit châtelet","run_4","7.0","49"
"P027__llama-large__run_4","P027","la grotte","run_4","8.0","70"
"P027__llama-large__run_5","P027","le pirate","run_5","1.0","56"
"P027__llama-large__run_5","P027","dar baaziz","run_5","2.0","68"
"P027__llama-large__run_5","P027","le souk","run_5","3.0","57"
"P027__llama-large__run_5","P027","la villa","run_5","4.0","60"
"P027__llama-large__run_5","P027","café des nattes","run_5","5.0","375"
"P027__llama-large__run_5","P027","le calypso","run_5","6.0","62"
"P027__llama-large__run_5","P027","dar el jeld","run_5","7.0","518"
"P028__llama-small__run_1","P028","la villa bleue","run_1","1.0","42"
"P028__llama-small__run_1","P028","le bistrot du port","run_1","2.0","43"
"P028__llama-small__run_1","P028","le restaurant de la medina","run_1","3.0","50"
"P028__llama-small__run_1","P028","le café de la plage","run_1","4.0","142"
"P028__llama-small__run_2","P028","le restaurant de la mer","run_2","1.0","120"
"P028__llama-small__run_2","P028","le restaurant hammamet","run_2","2.0","85"
"P028__llama-small__run_2","P028","le restaurant de la ville","run_2","3.0","112"
"P028__llama-small__run_2","P028","le restaurant de la place","run_2","4.0","107"
"P028__llama-small__run_2","P028","le restaurant de la plage","run_2","5.0","110"
"P028__llama-small__run_3","P028","hammamet palace","run_3","1.0","414"
"P028__llama-small__run_3","P028","la palmeraie","run_3","2.0","368"
"P028__llama-small__run_3","P028","café des arts","run_3","3.0","197"
"P028__llama-small__run_3","P028","la marina","run_3","4.0","299"
"P028__llama-small__run_3","P028","sahara","run_3","5.0","266"
"P028__llama-small__run_4","P028","la villa bleue","run_4","1.0","42"
"P028__llama-small__run_4","P028","le belvédère","run_4","2.0","44"
"P028__llama-small__run_4","P028","la plage","run_4","3.0","133"
"P028__llama-small__run_4","P028","la maison d'assia","run_4","4.0","35"
"P028__llama-small__run_4","P028","le jardin","run_4","5.0","81"
"P028__qwen-medium__run_1","P028","le jardin de la mer","run_1","1.0","222"
"P028__qwen-medium__run_1","P028","la plage","run_1","2.0","133"
"P028__qwen-medium__run_3","P028","café de france","run_3","1.0","1243"
"P028__qwen-medium__run_3","P028","la perle","run_3","2.0","828"
"P028__qwen-medium__run_4","P028","le jardin de la medina","run_4","1.0","62"
"P028__qwen-medium__run_4","P028","café des arts","run_4","2.0","197"
"P028__qwen-medium__run_4","P028","la perle du lac","run_4","3.0","46"
"P028__qwen-medium__run_4","P028","chez mimoun","run_4","4.0","55"
"P028__qwen-medium__run_4","P028","café des nattes","run_4","5.0","57"
"P028__qwen-medium__run_4","P028","pâtisserie ben salah","run_4","6.0","46"
"P028__qwen-medium__run_5","P028","le jardin de l’océan","run_5","","35"
"P028__llama-large__run_1","P028","le petit château","run_1","1.0","35"
"P028__llama-large__run_1","P028","la maison arabe","run_1","2.0","33"
"P028__llama-large__run_1","P028","le restaurant de la plage","run_1","3.0","110"
"P028__llama-large__run_1","P028","le café des nattes","run_1","4.0","33"
"P028__llama-large__run_1","P028","le marché de hammamet","run_1","5.0","155"
"P029__llama-small__run_3","P029","dar el jeld","run_3","1.0","232"
"P029__llama-small__run_3","P029","la kasbah","run_3","2.0","63"
"P029__llama-small__run_3","P029","la zalagh","run_3","3.0","54"
"P029__llama-small__run_3","P029","café mabrouk","run_3","5.0","120"
"P029__qwen-medium__run_1","P029","dar djerbi","run_1","1.0","651"
"P029__qwen-medium__run_1","P029","le jardin","run_1","2.0","381"
"P029__qwen-medium__run_1","P029","la maison de la photographie","run_1","3.0","196"
"P029__qwen-medium__run_1","P029","al mahdi palace","run_1","4.0","374"
"P029__qwen-medium__run_2","P029","dar el jeld","run_2","1.0","232"
"P029__qwen-medium__run_3","P029","la coupole","run_3","1.0","179"
"P029__qwen-medium__run_3","P029","dar attarine","run_3","2.0","383"
"P029__qwen-medium__run_3","P029","le jardin","run_3","3.0","381"
"P029__qwen-medium__run_3","P029","la terrasse","run_3","4.0","202"
"P029__qwen-medium__run_4","P029","la fontaine","run_4","1.0","237"
"P029__qwen-medium__run_4","P029","le jardin","run_4","2.0","381"
"P029__qwen-medium__run_4","P029","le pré salé","run_4","3.0","214"
"P029__qwen-medium__run_5","P029","le jardin","run_5","","381"
"P029__qwen-medium__run_5","P029","chez ali","run_5","","474"
"P029__qwen-medium__run_5","P029","dar el jeld","run_5","","232"
"P029__qwen-medium__run_5","P029","la maison de la photographie","run_5","","196"
"P029__llama-large__run_2","P029","le grand vefour","run_2","1.0","33"
"P029__llama-large__run_2","P029","dar el jeld","run_2","2.0","232"
"P029__llama-large__run_2","P029","le café de paris","run_2","3.0","44"
"P029__llama-large__run_2","P029","le restaurant du parc","run_2","4.0","42"
"P029__llama-large__run_2","P029","la villa didon","run_2","5.0","127"
"P029__llama-large__run_4","P029","le grand café du théâtre","run_4","1.0","63"
"P029__llama-large__run_4","P029","dar el jeld","run_4","2.0","232"
"P029__llama-large__run_4","P029","le rest'o","run_4","3.0","61"
"P029__llama-large__run_4","P029","café m'rabet","run_4","4.0","63"
"P029__llama-large__run_4","P029","la villa didon","run_4","5.0","127"
"P029__llama-large__run_5","P029","le grand vefour","run_5","1.0","33"
"P029__llama-large__run_5","P029","dar el jeld","run_5","2.0","232"
"P029__llama-large__run_5","P029","la medina","run_5","3.0","36"
"P029__llama-large__run_5","P029","café de paris","run_5","4.0","138"
"P030__llama-small__run_1","P030","la mer de sable","run_1","1.0","55"
"P030__llama-small__run_1","P030","el ksar","run_1","2.0","59"
"P030__llama-small__run_1","P030","la maison de la mer","run_1","3.0","60"
"P030__llama-small__run_1","P030","le grand vefour","run_1","4.0","58"
"P030__llama-small__run_1","P030","la terrasse","run_1","5.0","94"
"P030__llama-small__run_2","P030","la zalabia","run_2","1.0","70"
"P030__llama-small__run_2","P030","el hana","run_2","2.0","82"
"P030__llama-small__run_2","P030","le bistrot de la mer","run_2","3.0","67"
"P030__llama-small__run_2","P030","le jardin de djerba","run_2","4.0","622"
"P030__llama-small__run_2","P030","la ghriba","run_2","5.0","102"
"P030__llama-small__run_3","P030","aladin restaurant","run_3","1.0","10"
"P030__llama-small__run_3","P030","dar el jeld","run_3","2.0","64"
"P030__llama-small__run_3","P030","la terrasse","run_3","3.0","94"
"P030__llama-small__run_4","P030","la grotte","run_4","1.0","85"
"P030__llama-small__run_4","P030","dar el jeld","run_4","2.0","64"
"P030__llama-small__run_4","P030","la maison de la mer","run_4","3.0","60"
"P030__llama-small__run_4","P030","le jardin des dattes","run_4","4.0","70"
"P030__llama-small__run_4","P030","al bahja","run_4","5.0","147"
"P030__llama-small__run_5","P030","el farouk","run_5","1.0","73"
"P030__llama-small__run_5","P030","la villa bleue","run_5","2.0","64"
"P030__llama-small__run_5","P030","la mosquee","run_5","3.0","59"
"P030__llama-small__run_5","P030","la maison de la mer","run_5","4.0","60"
"P030__llama-small__run_5","P030","la kasbah","run_5","5.0","164"
"P030__qwen-medium__run_1","P030","el kantaoui","run_1","1.0","1347"
"P030__qwen-medium__run_1","P030","chez ali","run_1","2.0","1200"
"P030__qwen-medium__run_1","P030","el marsa","run_1","3.0","826"
"P030__qwen-medium__run_1","P030","restaurant de la mer","run_1","4.0","621"
"P030__qwen-medium__run_2","P030","la table du marché","run_2","1.0","1097"
"P030__qwen-medium__run_2","P030","le jardin de la medina","run_2","","0"
"P030__qwen-medium__run_2","P030","chez mokhtar","run_2","3.0","717"
"P030__qwen-medium__run_2","P030","le café des arts","run_2","4.0","549"
"P030__qwen-medium__run_2","P030","sidi mahrez","run_2","","382"
"P030__qwen-medium__run_3","P030","dar el mestiri","run_3","1.0","1294"
"P030__qwen-medium__run_3","P030","le clos des figuiers","run_3","2.0","1058"
"P030__qwen-medium__run_3","P030","chez slim","run_3","3.0","840"
"P030__qwen-medium__run_3","P030","la perle","run_3","4.0","629"
"P030__qwen-medium__run_3","P030","café al massira","run_3","5.0","424"
"P030__qwen-medium__run_4","P030","chez youssef","run_4","1.0","1555"
"P030__qwen-medium__run_4","P030","el bahri","run_4","2.0","1321"
"P030__qwen-medium__run_4","P030","le jardin de djerba","run_4","3.0","622"
"P030__qwen-medium__run_4","P030","dar djerba","run_4","4.0","842"
"P030__qwen-medium__run_4","P030","café de la marine","run_4","5.0","639"
"P030__qwen-medium__run_5","P030","chez ali","run_5","1.0","1200"
"P030__qwen-medium__run_5","P030","la terrasse de djerba","run_5","2.0","1113"
"P030__qwen-medium__run_5","P030","le clos des pins","run_5","3.0","899"
"P030__qwen-medium__run_5","P030","le jardin de djerba","run_5","4.0","622"
"P030__qwen-medium__run_5","P030","souk el hadid","run_5","5.0","546"
"P030__llama-large__run_1","P030","le pirate","run_1","1.0","51"
"P030__llama-large__run_1","P030","la maison de la medina","run_1","2.0","0"
"P030__llama-large__run_1","P030","le calypso","run_1","3.0","56"
"P030__llama-large__run_1","P030","dar el jeld","run_1","4.0","64"
"P030__llama-large__run_1","P030","le grand bleu","run_1","5.0","128"
"P030__llama-large__run_2","P030","le petit prince","run_2","1.0","63"
"P030__llama-large__run_2","P030","la maison de la medina","run_2","","0"
"P030__llama-large__run_2","P030","le calife","run_2","3.0","58"
"P030__llama-large__run_2","P030","dar el fell","run_2","4.0","57"
"P030__llama-large__run_2","P030","la terrasse","run_2","5.0","94"
"P030__llama-large__run_3","P030","le pirate","run_3","1.0","51"
"P030__llama-large__run_3","P030","la maison de la medina","run_3","2.0","0"
"P030__llama-large__run_3","P030","le calypso","run_3","3.0","56"
"P030__llama-large__run_3","P030","dar el jaziri","run_3","4.0","59"
"P030__llama-large__run_3","P030","le petit château","run_3","5.0","116"
"P030__llama-large__run_4","P030","le pirate","run_4","1.0","51"
"P030__llama-large__run_4","P030","la maison arabe","run_4","2.0","62"
"P030__llama-large__run_4","P030","le calypso","run_4","3.0","56"
"P030__llama-large__run_4","P030","dar el jeld","run_4","4.0","64"
"P030__llama-large__run_4","P030","le petit château","run_4","5.0","116"
"P030__llama-large__run_5","P030","le calypso","run_5","1.0","56"
"P030__llama-large__run_5","P030","la maison arabe","run_5","2.0","62"
"P030__llama-large__run_5","P030","le pirate","run_5","3.0","51"
"P030__llama-large__run_5","P030","la medina","run_5","","0"
"P030__llama-large__run_5","P030","le comptoir du marché","run_5","5.0","132"
"P022__llama-small__run_4","P022","le jardin","run_4","1.0","592"
"P022__llama-small__run_4","P022","la maison de la mer","run_4","2.0","62"
"P022__llama-small__run_4","P022","le comptoir","run_4","3.0","94"
"P022__llama-small__run_4","P022","la maison de la tradition","run_4","4.0","64"
"P022__llama-small__run_4","P022","le pacha","run_4","5.0","112"
"P022__llama-small__run_5","P022","la casa","run_5","1.0","182"
"P022__llama-small__run_5","P022","le patio","run_5","2.0","156"
"P022__llama-small__run_5","P022","le comptoir","run_5","3.0","94"
"P022__llama-small__run_5","P022","la terrasse","run_5","4.0","88"
"P022__llama-small__run_5","P022","le restaurant du port","run_5","5.0","62"
"P022__qwen-medium__run_2","P022","le jardin de sousse","run_2","1.0","1096"
"P022__qwen-medium__run_2","P022","la rotonde","run_2","2.0","810"
"P022__qwen-medium__run_2","P022","dar el andalou","run_2","3.0","667"
"P022__qwen-medium__run_2","P022","le tophane","run_2","4.0","534"
"P022__qwen-medium__run_2","P022","le zitouna","run_2","5.0","412"
"P022__qwen-medium__run_3","P022","la table de l'olivier","run_3","1.0","1249"
"P022__qwen-medium__run_3","P022","le jardin","run_3","2.0","592"
"P022__qwen-medium__run_3","P022","el mouradi sousse","run_3","3.0","989"
"P022__qwen-medium__run_3","P022","l'estelle","run_3","4.0","838"
"P022__qwen-medium__run_3","P022","chez zouhair","run_3","5.0","717"
"P022__qwen-medium__run_3","P022","dar dounia","run_3","6.0","611"
"P022__qwen-medium__run_3","P022","café de la poste","run_3","7.0","492"
"P022__qwen-medium__run_4","P022","dar el-andalou","run_4","1.0","175"
"P022__qwen-medium__run_4","P022","le jardin de l'orangerie","run_4","2.0","156"
"P022__qwen-medium__run_4","P022","la maison de l'orange","run_4","3.0","167"
"P022__qwen-medium__run_4","P022","soummam","run_4","4.0","157"
"P022__qwen-medium__run_4","P022","chez ali","run_4","5.0","139"
"P022__qwen-medium__run_4","P022","el arouss","run_4","6.0","153"
"P022__qwen-medium__run_4","P022","le soleil de sousse","run_4","7.0","394"
"P022__llama-large__run_1","P022","le grand hotel sousse","run_1","1.0","41"
"P022__llama-large__run_1","P022","la maison arabe","run_1","2.0","59"
"P022__llama-large__run_1","P022","el farouk","run_1","3.0","52"
"P022__llama-large__run_1","P022","la kasbah","run_1","4.0","54"
"P022__llama-large__run_1","P022","le baron","run_1","5.0","43"
"P022__llama-large__run_1","P022","la table de la medina","run_1","6.0","0"
"P022__llama-large__run_1","P022","el hana","run_1","7.0","104"
"P022__llama-large__run_2","P022","dar el jem","run_2","2.0","48"
"P022__llama-large__run_2","P022","el farouk","run_2","4.0","52"
"P022__llama-large__run_4","P022","le grand restaurant","run_4","1.0","60"
"P022__llama-large__run_4","P022","dar el jem","run_4","2.0","48"
"P022__llama-large__run_4","P022","le relais","run_4","3.0","112"
"P022__llama-large__run_4","P022","la maison arabe","run_4","4.0","59"
"P022__llama-large__run_4","P022","le café des nattes","run_4","5.0","45"
"P022__llama-large__run_4","P022","dar el medina","run_4","6.0","44"
"P022__llama-large__run_4","P022","le restaurant de la medina","run_4","","0"
"P022__llama-large__run_5","P022","le grand restaurant","run_5","1.0","60"
